STATE,RULE,LOOKAHEAD,ACTION / GOTO,STATE(S) / RULE (R)
"S545","<factor> -> L_PAREN . <expr> R_PAREN","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<expr>)","S571"
"S545","<factor> -> . <subroutine_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<subroutine_call>)","S159"
"S545","<factor> -> . <builtin_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<builtin_call>)","S155"
"S545","<variable_access> -> . <variable_access> L_BRACKET <expr> R_BRACKET","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Goto (<variable_access>)","S158"
"S545","<variable_access> -> . IDENTIFIER","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (IDENTIFIER)","S144"
"S545","<subroutine_call> -> . IDENTIFIER L_PAREN <arg_list> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (IDENTIFIER)","S144"
"S545","<builtin_call> -> . LENGTH L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (LENGTH)","S139"
"S545","<builtin_call> -> . TRANSCRIBE L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (TRANSCRIBE)","S161"
"S545","<literal> -> . PULSE_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (PULSE_LIT)","S153"
"S545","<literal> -> . SPARK_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (SPARK_LIT)","S140"
"S545","<literal> -> . STREAM_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (STREAM_LIT)","S164"
"S545","<literal> -> . THOUGHT_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (THOUGHT_LIT)","S152"
"S545","<literal> -> . NEURON_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (NEURON_LIT)","S156"
"S545","<literal> -> . TRUE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (TRUE)","S151"
"S545","<literal> -> . FALSE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_PAREN, SLASH, STAR, XOR","Shift (FALSE)","S162"
"S545","<unary_op> -> . INCREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (INCREMENT)","S86"
"S545","<unary_op> -> . DECREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (DECREMENT)","S72"
"S545","<unary_op> -> . PLUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS)","S95"
,,,,
"S546","<add_expr> -> <mult_expr> .","COMMA, MINUS, PLUS, R_BRACE","Reduce (<add_expr>)","R98"
"S546","<mult_expr> -> <mult_expr> . <mul_op> <unary_expr>","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<mul_op>)","S572"
"S546","<mul_op> -> . STAR","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (STAR)","S174"
"S546","<mul_op> -> . SLASH","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (SLASH)","S176"
"S546","<mul_op> -> . MOD","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (MOD)","S173"
,,,,
"S547","<variable_access> -> IDENTIFIER .","COMMA, DECREMENT, EXPONENT, INCREMENT, L_BRACKET, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<variable_access>)","R114"
"S547","<subroutine_call> -> IDENTIFIER . L_PAREN <arg_list> R_PAREN","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (L_PAREN)","S573"
,,,,
"S548","<cluster_1D_list> -> <add_expr> .","COMMA, R_BRACE","Reduce (<cluster_1D_list>)","R37"
"S548","<add_expr> -> <add_expr> . <add_op> <mult_expr>","COMMA, MINUS, PLUS, R_BRACE","Goto (<add_op>)","S574"
"S548","<add_op> -> . PLUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS)","S179"
"S548","<add_op> -> . MINUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (MINUS)","S180"
,,,,
"S549","<postfix_expr> -> <factor> .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<postfix_expr>)","R107"
,,,,
"S550","<1D_init> -> L_BRACE <cluster_1D_list> . R_BRACE","COMMA, SEMICOLON","Shift (R_BRACE)","S576"
"S550","<cluster_1D_list> -> <cluster_1D_list> . COMMA <add_expr>","COMMA, R_BRACE","Shift (COMMA)","S575"
,,,,
"S551","<pow_expr> -> <postfix_expr> . EXPONENT <pow_expr>","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (EXPONENT)","S578"
"S551","<pow_expr> -> <postfix_expr> .","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<pow_expr>)","R102"
"S551","<postfix_expr> -> <postfix_expr> . INCREMENT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (INCREMENT)","S577"
"S551","<postfix_expr> -> <postfix_expr> . DECREMENT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (DECREMENT)","S579"
,,,,
"S552","<pow_expr> -> . <postfix_expr> EXPONENT <pow_expr>","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<postfix_expr>)","S551"
"S552","<pow_expr> -> . <postfix_expr>","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<postfix_expr>)","S551"
"S552","<unary_expr> -> . <unary_op> <unary_expr>","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<unary_op>)","S552"
"S552","<unary_expr> -> <unary_op> . <unary_expr>","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<unary_expr>)","S580"
"S552","<unary_expr> -> . <pow_expr>","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<pow_expr>)","S558"
"S552","<postfix_expr> -> . <postfix_expr> INCREMENT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<postfix_expr>)","S551"
"S552","<postfix_expr> -> . <postfix_expr> DECREMENT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<postfix_expr>)","S551"
"S552","<postfix_expr> -> . <factor>","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<factor>)","S549"
"S552","<factor> -> . <variable_access>","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<variable_access>)","S559"
"S552","<factor> -> . <literal>","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<literal>)","S542"
"S552","<factor> -> . L_PAREN <expr> R_PAREN","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (L_PAREN)","S545"
"S552","<factor> -> . <subroutine_call>","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<subroutine_call>)","S560"
"S552","<factor> -> . <builtin_call>","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<builtin_call>)","S556"
"S552","<variable_access> -> . <variable_access> L_BRACKET <expr> R_BRACKET","COMMA, DECREMENT, EXPONENT, INCREMENT, L_BRACKET, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Goto (<variable_access>)","S559"
"S552","<variable_access> -> . IDENTIFIER","COMMA, DECREMENT, EXPONENT, INCREMENT, L_BRACKET, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (IDENTIFIER)","S547"
"S552","<subroutine_call> -> . IDENTIFIER L_PAREN <arg_list> R_PAREN","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (IDENTIFIER)","S547"
"S552","<builtin_call> -> . LENGTH L_PAREN <expr> R_PAREN","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (LENGTH)","S543"
"S552","<builtin_call> -> . TRANSCRIBE L_PAREN <expr> R_PAREN","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (TRANSCRIBE)","S562"
"S552","<literal> -> . PULSE_LIT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (PULSE_LIT)","S555"
"S552","<literal> -> . SPARK_LIT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (SPARK_LIT)","S544"
"S552","<literal> -> . STREAM_LIT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (STREAM_LIT)","S564"
"S552","<literal> -> . THOUGHT_LIT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (THOUGHT_LIT)","S554"
"S552","<literal> -> . NEURON_LIT","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (NEURON_LIT)","S557"
"S552","<literal> -> . TRUE","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (TRUE)","S553"
"S552","<literal> -> . FALSE","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (FALSE)","S561"
"S552","<unary_op> -> . INCREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (INCREMENT)","S86"
"S552","<unary_op> -> . DECREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (DECREMENT)","S72"
"S552","<unary_op> -> . PLUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS)","S95"
,,,,
"S553","<literal> -> TRUE .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<literal>)","R127"
,,,,
"S554","<literal> -> THOUGHT_LIT .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<literal>)","R125"
,,,,
"S555","<literal> -> PULSE_LIT .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<literal>)","R122"
,,,,
"S556","<factor> -> <builtin_call> .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<factor>)","R112"
,,,,
"S557","<literal> -> NEURON_LIT .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<literal>)","R126"
,,,,
"S558","<unary_expr> -> <pow_expr> .","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<unary_expr>)","R104"
,,,,
"S559","<factor> -> <variable_access> .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<factor>)","R108"
"S559","<variable_access> -> <variable_access> . L_BRACKET <expr> R_BRACKET","COMMA, DECREMENT, EXPONENT, INCREMENT, L_BRACKET, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (L_BRACKET)","S581"
,,,,
"S560","<factor> -> <subroutine_call> .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<factor>)","R111"
,,,,
"S561","<literal> -> FALSE .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<literal>)","R128"
,,,,
"S562","<builtin_call> -> TRANSCRIBE . L_PAREN <expr> R_PAREN","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Shift (L_PAREN)","S582"
,,,,
"S563","<mult_expr> -> <unary_expr> .","COMMA, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<mult_expr>)","R100"
,,,,
"S564","<literal> -> STREAM_LIT .","COMMA, DECREMENT, EXPONENT, INCREMENT, MINUS, MOD, PLUS, R_BRACE, SLASH, STAR","Reduce (<literal>)","R124"
,,,,
"S565","<statement_list> -> . <statement_list> <statement>","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<statement_list>)","S583"
"S565","<statement_list> -> . ε","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<statement_list>)","R50"
"S565","<opt_inhibit> -> INHIBIT L_BRACE . <statement_list> R_BRACE","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<statement_list>)","S583"
,,,,
"S566","<loop_stmt> -> REACT L_BRACE <statement_list> R_BRACE CYCLE L_PAREN <expr> R_PAREN SEMICOLON .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<loop_stmt>)","R68"
,,,,
"S567","<loop_stmt> -> ECHO L_PAREN <echo_init> <expr> SEMICOLON <assign_stmt> R_PAREN L_BRACE <statement_list> R_BRACE .","CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Reduce (<loop_stmt>)","R69"
,,,,
"S568","<declaration> -> . <id_decl>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<id_decl>)","S587"
"S568","<declaration> -> . <const_decl>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<const_decl>)","S599"
"S568","<declaration> -> . <cluster_decl>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<cluster_decl>)","S593"
"S568","<id_decl> -> . <data_type> <id_list> SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<data_type>)","S598"
"S568","<const_decl> -> . INSTINCT <data_type> <const_list> SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (INSTINCT)","S595"
"S568","<cluster_decl> -> . <data_type> CLUSTER <cluster_list> SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<data_type>)","S598"
"S568","<data_type> -> . PULSE","CLUSTER, IDENTIFIER","Shift (PULSE)","S55"
"S568","<data_type> -> . SPARK","CLUSTER, IDENTIFIER","Shift (SPARK)","S31"
"S568","<data_type> -> . STREAM","CLUSTER, IDENTIFIER","Shift (STREAM)","S49"
"S568","<data_type> -> . THOUGHT","CLUSTER, IDENTIFIER","Shift (THOUGHT)","S36"
"S568","<data_type> -> . NEURON","CLUSTER, IDENTIFIER","Shift (NEURON)","S60"
"S568","<data_type> -> . SYNAPSE","CLUSTER, IDENTIFIER","Shift (SYNAPSE)","S29"
"S568","<statement_list> -> <statement_list> . <statement>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<statement>)","S601"
"S568","<statement> -> . <declaration>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<declaration>)","S586"
"S568","<statement> -> . <assign_stmt> SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<assign_stmt>)","S594"
"S568","<statement> -> . <builtin_call> SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<builtin_call>)","S602"
"S568","<statement> -> . <subroutine_call> SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<subroutine_call>)","S604"
"S568","<statement> -> . <conditional_stmt>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<conditional_stmt>)","S603"
"S568","<statement> -> . <loop_stmt>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<loop_stmt>)","S590"
"S568","<statement> -> . <switch_stmt>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<switch_stmt>)","S589"
"S568","<statement> -> . <io_stmt>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Goto (<io_stmt>)","S605"
"S568","<statement> -> . RECALL <expr> SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (RECALL)","S585"
"S568","<statement> -> . FLOW SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (FLOW)","S588"
"S568","<statement> -> . DORMANT SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (DORMANT)","S596"
"S568","<io_stmt> -> . SENSE <data_type> IDENTIFIER SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (SENSE)","S606"
"S568","<io_stmt> -> . EXPRESS L_PAREN <expr> R_PAREN SEMICOLON","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (EXPRESS)","S592"
"S568","<conditional_stmt> -> . STIMULATE L_PAREN <expr> R_PAREN L_BRACE <statement_list> R_BRACE <opt_inhibit>","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (STIMULATE)","S600"
"S568","<loop_stmt> -> . CYCLE L_PAREN <expr> R_PAREN L_BRACE <statement_list> R_BRACE","BASE, CYCLE, DORMANT, ECHO, EVALUATE, EXPRESS, FLOW, IDENTIFIER, INSTINCT, LENGTH, NEURON, PATH, PULSE, REACT, RECALL, R_BRACE, SENSE, SPARK, STIMULATE, STREAM, SYNAPSE, THOUGHT, TRANSCRIBE","Shift (CYCLE)","S597"
